"Index","Product","Date","Stars","Review"
30666,"Pandora",2015-04-15,5,"Quick I think I need the ambulance because I'm having a heart attack!   My opinion is that a lot of people should buy this app . I have at least 3 reasons why,1:it's free 2:it's pretty cool 3:because I have 3 reasons"
30671,"Pandora",2015-10-13,1,"One Star   Used to be great, now they are the worset, better products on themarket and they work and free."
30672,"Pandora",2015-08-24,4,"Love it   Love the music and freedom to choose genre. It seems they are getting more and more commercials though. :("
30674,"Pandora",2015-08-10,5,"Perfect. You can listen and sing and can be ...   Perfect. You can listen and sing and can be able to focus on homework or to rest with music in the background"
30676,"Pandora",2014-05-03,5,"impressed   I have tried a few of these kinds of apps, and I must say that this is the best one I have found. My search is finally over! Thanks Pandora for making this brilliant app. I would highly recommend this."
30678,"Pandora",2016-07-17,5,"Five Stars   Enjoy the options Pandora offers!"
30679,"Pandora",2016-11-04,5,"Five Stars   Great program. Free download but too may ads."
30681,"Pandora",2013-12-01,1,"cannot uninstall   Let us control our tablets that we paid for, this part of capitalism sucks.  Fire is otherwise a great tablet, but maybe I didn't want to have Pandora forever."
30686,"Pandora",2012-11-26,5,"Yep worth a 5 star   There are not a whole lot of apps that I'll give a 5 star rating to.  This however is one of the.  If I've had installed for a few moths that must mean its good.  This I've had for that time frame plus.  It was free, it doesn't freeze up like other apps have so this gets my 5 Star Approval."
30690,"Pandora",2015-12-27,5,"Hey, It's Free Music   A very good free music streaming app considering the commercial interruptions."
30695,"Pandora",2016-09-15,5,"My favorite   Love this music app"
30699,"Pandora",2016-09-19,5,"Yes!!   Whats not to love?"
30700,"Pandora",2016-02-04,5,"u gotta get it   This is great I love that u have many singers it's awesome 😀💙💙💙😝"
30706,"Pandora",2016-09-10,5,"Five Stars   I enjoy it very much"
30708,"Pandora",2015-11-02,5,"Love it   I love this app. I can customize it to fit whatever time of year,  event,  or mood I'm in."
30709,"Pandora",2016-01-21,2,"Two Stars   So many ads even when you upgrade. Song suggestions gets so repetitious."
30715,"Pandora",2013-08-27,5,"awesome   When I'm n the mood for a certain type of music,  I just type it n & there it is. I love Pandora b/c its convenient,  phone's always near by & no searching for what u wanna hear..."
30716,"Pandora",2014-01-07,5,"Better than Sirius   I like blues. I can get all kinds of blues and blues artists with Pandora. Sirius has one station devoted to blues. Also its free, can't beat that. I use in the car and when I drive for an hour or two I get at most one ad."
30721,"Pandora",2015-09-16,3,"Three Stars   Love the concept, wish it worked everywhere though. Doesn't always pick up the wifi in certain areas"
30723,"Pandora",2016-09-26,4,"Four Stars   I love the music"
30726,"Pandora",2016-10-13,5,"Five Stars   love pandora"
30729,"Pandora",2014-04-17,5,"Grateful to Pandora   I am extremely pleased to be able to listen to Pandora at any given time. I have  access to all kinds of music. I am grateful!"
30732,"Pandora",2013-08-11,5,"Pandoro   love this, it lets me like the songs I like then based off that song, it plays similar songs, from todays hits to songs from the 90's. love listening to an old song and liking it and more from that time pop up, its like a stroll through memory lane"
30737,"Pandora",2014-02-05,5,"pandora   rated 4 stars because, I know the history behind the album and give much Respect...lyrics and musicianship was live...music and artistry awesome....bring me back to home...thank you amazonWhy no voting buttons?"
30740,"Pandora",2014-01-03,5,"Very satisfied!!   It's awesome to be able to pick any type of music you want without inturuption!  It's very easy to understand how to use it. I bought a one tyrant subscription for 2 people for Christmas . Highly recommend this station!!!!"
30747,"Pandora",2016-06-14,5,"Selective Music   Love being able to select my own music."
30752,"Pandora",2015-06-26,5,"Listin to pandora where ever I go this is defiantly ...   Listin to pandora where ever I go this is defiantly I go to when need some really hot music just search and its there"
30758,"Pandora",2016-07-18,4,"Four Stars   Great. To bad no rewind button."
30759,"Pandora",2016-03-13,5,"Five Stars   I enjoy hearing music I haven't heard in a while. Thanks mo"
30763,"Pandora",2015-09-10,3,"HALF and half   It's okay but it sucks that you can't look up i.e. specific song.. Only ones they consider 'similar'"
30768,"Pandora",2016-05-20,3,"Doesn't work so well on Fire 7 (5th gen.)   has a problem with a never-ending buffering."
30770,"Pandora",2013-04-13,3,"Helpful if you use it   I thought I would listen to music more on my tablet then I do, so I downloaded the Pandora app.  I listen to Pandora on my laptop and like how you can set up the music to your genre.  If you like to listen to music on your tablet or phone, I would recommend this app."
30772,"Pandora",2016-12-24,4,"I love pandora but I wish the free version didn't have ...   I love pandora but I wish the free version didn't have so many commercials -- I know, that's why people get the paid version.That said, however, it's my favorite music source. I've found lots of good new music."
30773,"Pandora",2016-08-20,4,"Four Stars   Like music love pandoro"
30784,"Pandora",2015-08-21,5,"GREAT APP...   BUT,  you should be able to customize it to where you can choose to not play songs with explicit lyrics."
30787,"Pandora",2016-01-21,1,"Don't Open Pandora's Box   Didn't care for this app at all.  Sorry, but it did not meet my needs."
30789,"Pandora",2015-08-16,5,"Favorite Music...All the Time   I love the variety of music, all of which I've picked, that I can listen to while working on my computer."
30796,"Pandora",2014-03-28,5,"Love ""James Taylor Radio"" on my Kindle   Love, love, love it!  I grew up in the 60's and 70's, and have been listening to ""James Taylor Radio"" on my Kindle, ever since I signed up.  It's absolutely wonderful!!!  KLR in Fairview Park, Ohio"
30797,"Pandora",2016-05-13,5,"Pandora   This is well worth the 5 bucks a month I pay."
30799,"Pandora",2016-07-18,5,"Five Stars   Has lived up to my expectation"
30801,"Pandora",2014-12-18,3,"Too many ads unless you pay. which is the ...   Too many ads unless you pay. which is the way of business. I use Google Play Music and have a pay subscription there because i can listen to whole albums"
30804,"Pandora",2016-09-17,5,"Five Stars   I love the music"
30809,"Pandora",2014-08-09,5,"Love Pandora! Highly recommend it!   Love Pandora. Loaded this when I had problems with the Slacker Radio download. Highly recommend this app if you like a mix of music and don't want to download tunes to your phone."
30812,"Pandora",2016-05-08,5,"Five Stars   By far the best music service on the Internet."
30818,"Pandora",2016-05-12,5,"gotta have it   Love itWork is easier now.Thanks."
30819,"Pandora",2016-07-26,4,"Installed while camping. I   Easy to install. Good music."
30820,"Pandora",2015-04-21,5,"for the love of Vanilla Ice!!!!!   i love pandora.  Add vanilla ice as a channel and jam out to all relevent songs in that genre.. So i can practice my running man."
30822,"Pandora",2014-12-07,5,"I really enjoy the stations that Pandora I use the advertisement   I really enjoy the stations that Pandora offers.I use the one that has advertisement. But really thinking of paying for the up grade without advertisement."
30829,"Pandora",2015-09-28,1,"Really?!?   It does not play all the way through. Keeps cutting out. Don't know what's wrong. Dissatisfied."
30830,"Pandora",2015-07-30,1,"Ppppffft   Couldn't get it to load on my Kindle. Gave up and started playing music backed up from my Amazon Cloud... :("
30831,"Pandora",2016-10-12,1,"Don't plat   Don't know"
30833,"Pandora",2016-10-11,4,"Four Stars   Love music"
30834,"Pandora",2015-06-26,5,"VERY VERY VERY VERY VERY VERY VERY VERY VERY VERY AMAZING MUSIC   Has every station ever invented its play music with no lag andno probloms once so ever. I RECOMEND it highly."
30835,"Pandora",2016-01-04,5,"Great App   Allows me to listen to Pandora on my Fire Tablet.Works great!"
30836,"Pandora",2016-07-11,5,"Five Stars   How could you not love pandora!"
30837,"Pandora",2013-03-17,5,"Music that you choose!   I really like Pandora because you can type in a few names of the people/bands that you like, and it chooses songs that are quite similar to what you wanted.  I would consider buying the non-advertisement one at some point.. but I do know how to work my volume controls!!"
30842,"Pandora",2016-10-06,5,"Five Stars   works great"
30844,"Pandora",2016-07-27,5,"Great music!   Good cross of music genres."
30847,"Pandora",2016-06-15,4,"Four Stars   Like most of the music played"
30848,"Pandora",2015-07-04,5,"It's very easy to use   It's very easy to use.  I get to choose the kind of music I want to listen to.  I like everything about this app."
30854,"Pandora",2015-04-12,5,"FREE MUSIC I LOVE IT :D   I LOVE PANDORA!!!!!!! I love it because it's free and I listen to it every morning when I comb my hair,brush teeth! ITS WORTH IT!!"
30862,"Pandora",2013-03-05,3,"Good for test driving music   Primarily designed to try before you buy.Limited options for listeningFound this while trying to figure out how to use the kindle to meet my kids MP3 player needs.  They weren't too impressed because of the limited number of times they could shuffle in a day."
