prod,title,author,date,stars,comments
Pandora,Love it!!,TRUDY SHUTTS,7-Apr-14,5,This is so AMAZING!  any and all the music you could ever want!  I wish I had purchased this years ago!
Pandora,music,Mazzie Simmons,13-Dec-12,5,music good for the mind. Variety helps whenit is more than one singer on a cd.easy listening and it hels to change your outlook on what is happening at the time you are listening.
Pandora,Four Stars,Amazon Customer,22-Jul-15,4,I like pandora
Pandora,"Picks too many ""off"" songs...",La La in the Library,16-Jan-14,3,"The songs it has been picking based on my input band have been about 75% wrong. Not just a little wrong either, but really wrong. I think if I keep whittling away at it it will work eventually. I am glad I didn't opt for the paid version."
Pandora,Pandora is great for music lovers,Susanne White,16-Jan-14,5,I love Pandora.  A wonderful service and I like being able to choose the kind of music I like and am in the mood for.
Pandora,Absolutely precious,Michael Pacyao,27-Dec-12,5,"Whoever invented this app needs a raise! Seriously this is one of the most listened to station for me, so many great choices! Mahalo to whoever you guys are! Too good, too good!"
Pandora,Pandora Radio,Fran Collins-Leech,20-Dec-12,5,I listen to this radio at work all the time...I love having the ability to select artists and their music AND the option you give me to select similar artists in that category...
Pandora,Five Stars,Joann Hall,28-Jun-15,5,Great music choices
Pandora,Three Stars,Katlady,22-Feb-15,3,Wish I could search for radio station eaiser
Pandora,Amazing!,Ailma Pereira,2-Jun-13,5,It seems that Pandora reads your mind. It knows what you wanna hear. You know when you say ''this station was made for me''? Pandora is 100 times better !
Pandora,fun,Tucker,24-Mar-15,5,Pretty fun. Better than cookie clicker
Pandora,Comedy,stephen Salisbury,3-Mar-14,5,"if it makes you laugh, makes you smile or makes you homicidal, its a good thing. maybe not the homicidal part"
Pandora,Five Stars,Maria Dawson,16-Jun-15,5,Wonderful radio site!
Pandora,Love it,Vanilla,28-Dec-13,4,Easy to use. Love it. Also purchased monthly subscription. At 3.99 . So I don't have to get ads or interruption in music
Pandora,Pandora app,Amazon Customer,6-May-13,5,I listen to music all the time and like the fact that I can choose the genre & it continuously plays my favorite music for hours without having to do a thing!
Pandora,Great value for free.,Edward Bazan,16-Jun-15,5,Great value for free.
Pandora,Love It,Tunisia,8-Jun-13,5,I like the fact that just about every app that is on my phone can be on my Kindel.  I enjoy listening to my music while doing other things this is great.
Pandora,very cool app,romeo fowler,26-Dec-12,4,very cool easy to use just put the name of the artist u would like to hear and it will bring up the songs smellier to what u requested as well as the one u originally requested.
Pandora,One Star,bob,1-Sep-15,1,Sucks
Pandora,Five Stars,J Patterson,16-Feb-15,5,I really enjoy choosing my own type of music.
Pandora,Wonderful,Christine D. Van Ells,8-May-15,5,Everything about it is great!
Pandora,Five Stars,Richard C Nettles,1-Sep-15,5,Great
Pandora,Five Stars,Laurie Richards,15-Sep-15,5,A+
Pandora,Five Stars,Dianne Hawkins,4-Aug-15,5,Crazy about
Pandora,love having this on my mobile,Tamala Gage,30-Jul-15,5,Love this!!!
Pandora,O-MAZING APP!!!!!!!!,Brooke,10-Nov-13,5,OMG I TOTALLY LOGE LOVE LOVE THIS APP. I ESPECCIALLY LOVE THE PROFILES U CAN MAKE ON HERE ITS O-MAZING!!!!!!!!!!!!!!!!!!!!!!!!!!
Pandora,For God so loved the world that He sent His only Son (Jesus ...,donald hogue,16-Dec-15,5,"Exactly as described, quick.  For God so loved the world that He sent His only Son (Jesus Christ) that whoever would believe on Him would not perish (Hell) but have eternal life (Heaven) John 3:16 & 14:6."
Pandora,Five Stars,Masterson Investigations,2-Nov-14,5,Outstanding item and excellent service and delivery. Thank you !
Pandora,"I love Pandora, I can get all my favorite songs ...",Sandra Andre,28-Oct-14,5,"5 stars!! I love Pandora, I can get all my favorite songs all day"
Pandora,Great APP,The SGF Gator,26-Feb-15,5,One of the best Music radio apps available.
Pandora,Five Stars,joe rommuno,24-Dec-14,5,did you a good choice of what you want to listen to!!!
Pandora,amazing,Santana Firestone,27-Apr-15,5,Dang please send me a free gift
Pandora,sings to me,LadyBoop,20-Jun-13,5,"Love this app for my Kindle. I haven't had any problems getting it to open or work. It is continuous music great choice of stations, and is easy to us."
Pandora,Three Stars,Monica Pauliuc,25-Jul-15,3,does  the job
Pandora,Awesome,Rosy Arya,9-Dec-13,5,I love Pandora. It is undisputed free media app for both Android and iOS. If you have not downloaded it then give it a try.
Pandora,Kids,Valerie Brighton,27-May-16,5,Kids
Pandora,No complaints,Kenny Adam,18-Feb-14,4,A lot of music from which to choose. Haven't had any unpleasant moments while listening to my choices of music.
Pandora,BUST APP EVER,shell,12-Apr-15,5,I love this app cause I LOVE music
Pandora,Four Stars,Joe Newman,18-Dec-14,4,"A nice addition to my KIndle, am enjoying it.'Joe"
Pandora,PANDORA,Kindle Customer,31-Jan-14,5,This Pandora app is awesome and I like the songs that they give me for my station!!! It's my favorite app!!!!! :-)
Pandora,Five Stars,Juanita Barr,29-Jul-15,5,Love Pandora
Pandora,Excellent music,Munoz ML,3-Feb-14,5,Enjoy the vocal in instrumental music.  So many artists and styles to chose from. Easy to change from one genre to another.
Pandora,Superior,Melissa,28-Dec-14,5,Passion of mine is a blessing..... music from Pandora
Pandora,Bummer,usdoc1ga,28-Dec-14,2,One cannot skip more than 3 songs. That is a bummer..
Pandora,My taste radio,EWilliams,31-Mar-13,5,Love pandora for my kindle it allows me to access my music when my computer is not readily available.  It also makes it portable for me to carry from room to room.
Pandora,Pandora,Gil Gusler,1-Jan-14,5,Pandora is an excellent source of hard to find music. I spend many hours relaxing to Pandora's choices of my favorites.
Pandora,good,Stet,26-Dec-13,4,Has a good song collection but when.a.sometimes.on that u don't like.and u don't.have any more skips u have listen to it
Pandora,Four Stars,Dr. JBMC,7-Aug-15,4,works well
Pandora,Five Stars,Amazon Customer,11-Nov-14,5,I love the variety and how it allows me to customize my music.
Pandora,good program needs better navigation,Amazon Customer,7-Jan-14,4,good program kinda hard to navigate on my phone.trying to delete one or add one to be a problem.otherwise good program
Pandora,Awesome,MaggieW,17-Jul-14,5,I love that I can put my favorite artists in and they play all of the music like it.
Pandora,Five Stars,Lisa Gregg,30-Aug-15,5,great
Pandora,It's my choices,LAC,22-Feb-14,5,I like to listen to a variety of artists with Pandora I get to choose the genre I want and the artists I like.
Pandora,... it 5 stars because I use it OFTEN and like,john wehausen,27-Dec-14,5,I give it  5 stars because I use it OFTEN and like it
Pandora,Great for music on the go.,Bighitter56,21-Oct-13,5,Pandora is better in some ways than an ipod or other device because you really get to listen to what you want to hear all the time.
Pandora,Five Stars,Diane Pino,16-Aug-15,5,Love it!
Pandora,Works Great,red brown,8-Apr-14,5,"I love this product, it freezes from time to time but works well.  I will recommend to friends to get."
Pandora,Great App,Joel Selby,26-Jan-13,5,"Seamless app with great functionality.  Just wish it had a few less ads, but can't complain about anything else!  Sleek appearance, and love that it runs in the background."
Pandora,Two Stars,mikel,28-Jul-15,2,Never orderd
Pandora,Five Stars,Ed,1-Aug-14,5,It is a wonderful service to get up each morning to beautiful and peaceful music.
Pandora,Five Stars,Loretta Wilson,20-Oct-14,5,Pandora is amazing! I'm enjoying the wonderful music. Thank you!!!
Pandora,Five Stars,Anne C,27-Dec-14,5,Gives me the freedom to pick my own music. neat idea.
Pandora,Five Stars,Kayla,28-Jul-15,5,As expected!
Pandora,Music,Linda Oldham,31-Dec-13,4,Love being able to listen to all kinds of music and artists. To find out about all kinds of artists and who sings what.
Pandora,I love this app,Melanie,20-Sep-13,5,I love music and this app provides me with the ability to listen to music when I am away from a stereo.  Would recommend this to others.
Pandora,My Favorite App,bianca,18-Feb-15,5,"I love Pandora, I use this app all the time!"
Pandora,Five Stars,Maria Flores,11-Mar-15,5,Like the music everything  about pandora
Pandora,Five Stars,Jim Grizzell,15-May-15,5,Very Happy with it. Awesome
Pandora,Four Stars,margaret Evans,30-Apr-15,4,I like it have very little R B
Pandora,Easy access to music I like.,Ray,6-Jan-15,5,Easy access to music I like.  Reliable easy to use.
Pandora,Five Stars,Wendy Burns,20-Aug-15,5,Love it
Pandora,Five Stars,Richard Penn,20-Apr-15,5,Listen often wide range of songs
Pandora,pretty good,Tabitha,29-Jun-15,5,Love the selection
Pandora,Five Stars,D____,28-Jul-15,5,Love Pandora
Pandora,Nice,Timothy Bennetts,16-Mar-14,3,Im just getting used to this app. Thanks bit im still getting used to 6 songs a day. Give me somemore time
Pandora,Pandora,Nancy C. Lepri,6-Aug-15,5,Great app!
Pandora,Pandora rules,jay,17-Jan-14,4,great time listening to good music and hardly no commercials. I love music and Pandora gives it to me and my family.
Pandora,Five Stars,VJC,6-Aug-15,5,I love it.
Pandora,Five Stars,shannonallen,28-Feb-15,5,Great way to listen to a variety of music.
Pandora,It's awesome and is used all the time,Ken Marshall,6-Aug-14,5,we've had this for a couple of years now. It's awesome and is used all the time.
Pandora,Four Stars,fishbill,9-May-15,4,OK. Don't listen to it much.
Pandora,Worked well for my device,cuber,1-Oct-13,4,Having a NextBook my device worked badly. But this app was about all I liked about my device. Works well across seemingly all devices.
Pandora,awesome,BayouGirl,9-Apr-13,5,You can get any artist you want and it's for free all you do is make an account and add the songs you want
Pandora,Five Stars,chajulia,10-Mar-15,5,Best stations on any music streaming app
Pandora,Five Stars,Jessica Baker,29-Jun-15,5,I love pandora!!!!
Pandora,enjoying pandora,Shirlie,3-Feb-14,4,"love to listen to Pandora and choose WHO I listen to... is great, everyone should check it out..will be surprised"
Pandora,Love the music...,Nancy H.,3-Feb-14,4,"Love all the music you can choose but find it difficult to maneuver through the steps to ad, delete, create, etc."
Pandora,Great music choices,J. Balnave,3-Feb-14,5,Easy access with a wide range of music available to fit your preferences. Like the way stations can be organized.
Pandora,Five Stars,david peterson,24-Apr-15,5,It's free find out for yourself
Pandora,I love this,Kathryn L,28-Jan-14,5,"I use Pandora on my Smart TV, my home computer and Kindle.  Love having the choices of music with me on my Kindle."
Pandora,Love it!!!!,Liz,28-Jan-14,5,Love this for songs!!!! Easy to use and plays so many of my favorites.  Would recomment this to anyone.  Great!!!!
Pandora,Pandora is the way to listen to your favorite music,Amazon Customer,17-Dec-13,5,I love Pandora and I highly recommend Pandora....They have all the music I love..and I really think it's worth the price.
Pandora,Perfect!,Amazon Lover,15-Mar-14,5,"Not much I can say. It's so affordable for what I get, you won't hear me complaining. To me, it's perfect!"
Pandora,Pandora Tunes ROCK!!,10U All Star Coach,10-Jan-14,5,Good stuff....changing the way I work....way more productive with tunes that I like!!  Keep it on all day and enjoy!!
Pandora,PANDORA,JOAN WASHINGTON,8-Feb-14,4,SO FAR I LOVE THIS STATION AND I GLAD I WAS TOLD ABOUT IT. TRY IT OUT YOU WILL LOVE IT. THE CD ARE AWESOME ALSO.
Pandora,Not what I expected,Brenda Owens,25-Feb-14,3,"I thought it might be more to what I was expecting, but I either lost intrerest in it. and haven't finised it"
Pandora,Great,Rhiannon,24-Aug-13,5,I love this app. I can listen to my music while doing other stuff. I d  wish I could skip the songs I don't like. As many songs as I want...
Pandora,Five Stars,Gene Collins,31-Jul-15,5,great music
Pandora,Five Stars,GEPE899,20-Nov-14,5,Best music lineup yet. I really enjoy Pandora for my favorite music choices.
Pandora,Four Stars,Tina Morgan,13-Nov-14,4,Better than all the competitors... Glad I downloaded Pandora!
Pandora,It's good,Joseph,21-Jan-14,3,I never really enjoyed it as much as I thought I would. The game itself is good though if you have time to play it.
Pandora,but like how it works,Brian Merriman,27-Sep-14,4,"Still learning with Pandora, but like how it works, and love my music."
Pandora,Pandora and Bluetooth,Toddy,15-Jan-14,4,I love using Pandora from my phone with the Bluetooth option in my car to listen to my favorite tunes on road trips.
